Repeatability,Strategy,NumQueries,numCache,numSeeds,ResponseTime,numMessages
Random,Multi-agent,5000,6,100,20.21,12
Random,Negotiation,5000,6,100,18.88,170
Random,feedback,5000,6,100,18.88,160
Random,Master/slave,5000,6,150,21.06,6
Random,Voting,5000,6,150,21.32,18
Random,Multi-agent,5000,6,150,23.88,12
Random,Negotiation,5000,6,150,26.77,115
Random,feedback,5000,6,150,26.77,105
Random,Master/slave,5000,12,25,41.14,12
Random,Voting,5000,12,25,37.19,36
Random,Multi-agent,5000,12,25,37.19,24
Random,Negotiation,5000,12,25,35.50,66
Random,feedback,5000,12,25,35.50,44
Random,Master/slave,5000,12,50,41.05,12
Random,Voting,5000,12,50,40.23,36
Random,Multi-agent,5000,12,50,39.94,24
Random,Negotiation,5000,12,50,53.65,110
Random,feedback,5000,12,50,53.65,88
Random,Master/slave,5000,12,75,40.91,12
Random,Voting,5000,12,75,43.21,36
Random,Multi-agent,5000,12,75,48.74,24
Random,Negotiation,5000,12,75,56.45,95
Random,feedback,5000,12,75,56.45,73
Random,Master/slave,5000,12,100,40.82,12
Random,Voting,5000,12,100,39.78,36
Random,Multi-agent,5000,12,100,43.97,24
Random,Negotiation,5000,12,100,56.53,109
Random,feedback,5000,12,100,56.53,87
Random,Master/slave,5000,12,150,40.58,12
Random,Voting,5000,12,150,40.62,36
Random,Multi-agent,5000,12,150,40.82,24
Random,Negotiation,5000,12,150,71.81,120
Random,feedback,5000,12,150,71.81,98
Random,Master/slave,5000,15,25,49.25,15
Random,Voting,5000,15,25,49.05,45
Random,Multi-agent,5000,15,25,49.05,30
Random,Negotiation,5000,15,25,51.92,78
Random,feedback,5000,15,25,51.92,50
Random,Master/slave,5000,15,50,50.80,15
Random,Voting,5000,15,50,46.50,45
Random,Multi-agent,5000,15,50,55.18,30
Random,Negotiation,5000,15,50,59.67,104
Random,feedback,5000,15,50,59.67,76
Random,Master/slave,5000,15,75,50.42,15
Random,Voting,5000,15,75,50.57,45
Random,Multi-agent,5000,15,75,57.24,30
Random,Negotiation,5000,15,75,70.86,86
Random,feedback,5000,15,75,70.86,58
Random,Master/slave,5000,15,100,49.92,15
Random,Voting,5000,15,100,51.75,45
Random,Multi-agent,5000,15,100,50.08,30
Random,Negotiation,5000,15,100,73.08,121
Random,feedback,5000,15,100,73.08,93
Random,Master/slave,5000,15,150,50.50,15
Random,Voting,5000,15,150,49.28,45
Random,Multi-agent,5000,15,150,49.79,30
Random,Negotiation,5000,15,150,100.00,30
Random,feedback,5000,15,150,100.00,2
Random,Master/slave,5000,20,25,69.73,20
Random,Voting,5000,20,25,73.16,60
Random,Multi-agent,5000,20,25,71.82,40
Random,Negotiation,5000,20,25,90.50,86
Random,feedback,5000,20,25,90.50,48
Random,Master/slave,5000,20,50,66.20,20
Random,Voting,5000,20,50,67.01,60
Random,Multi-agent,5000,20,50,88.47,40
Random,Negotiation,5000,20,50,95.68,71
Random,feedback,5000,20,50,95.68,33
Random,Master/slave,5000,20,75,65.36,20
Random,Voting,5000,20,75,65.90,60
Random,Multi-agent,5000,20,75,67.73,40
Random,Negotiation,5000,20,75,96.59,92
Random,feedback,5000,20,75,96.59,54
Random,Master/slave,5000,20,100,66.74,20
Random,Voting,5000,20,100,64.56,60
Random,Multi-agent,5000,20,100,68.28,40
Random,Negotiation,5000,20,100,100.00,40
Random,feedback,5000,20,100,100.00,2
Random,Master/slave,5000,20,150,66.93,20
Random,Voting,5000,20,150,67.73,60
Random,Multi-agent,5000,20,150,68.16,40
Random,Negotiation,5000,20,150,100.00,40
Random,feedback,5000,20,150,100.00,2
Random,Master/slave,5000,25,25,83.98,25
Random,Voting,5000,25,25,87.38,75
Random,Multi-agent,5000,25,25,80.53,50
Random,Negotiation,5000,25,25,79.12,96
Random,feedback,5000,25,25,79.12,48
Random,Master/slave,5000,25,50,83.95,25
Random,Voting,5000,25,50,84.09,75
Random,Multi-agent,5000,25,50,92.99,50
Random,Negotiation,5000,25,50,119.13,87
Random,feedback,5000,25,50,119.13,39
Random,Master/slave,5000,25,75,83.01,25
Random,Voting,5000,25,75,85.97,75
Random,Multi-agent,5000,25,75,85.96,50
Random,Negotiation,5000,25,75,100.00,50
Random,feedback,5000,25,75,100.00,2
Random,Master/slave,5000,25,100,84.02,25
Random,Voting,5000,25,100,83.65,75
Random,Multi-agent,5000,25,100,84.07,50
Random,Negotiation,5000,25,100,100.00,50
Random,feedback,5000,25,100,100.00,2
Random,Master/slave,5000,25,150,82.94,25
Random,Voting,5000,25,150,85.58,75
Random,Multi-agent,5000,25,150,83.76,50
Random,Negotiation,5000,25,150,100.00,50
Random,feedback,5000,25,150,100.00,2
Random,Master/slave,5000,30,25,94.25,30
Random,Voting,5000,30,25,96.75,90
Random,Multi-agent,5000,30,25,109.67,60
Random,Negotiation,5000,30,25,137.05,106
Random,feedback,5000,30,25,137.05,48
Random,Master/slave,5000,30,50,98.72,30
Random,Voting,5000,30,50,96.16,90
Random,Multi-agent,5000,30,50,101.67,60
Random,Negotiation,5000,30,50,138.14,100
Random,feedback,5000,30,50,138.14,42
Random,Master/slave,5000,30,75,99.89,30
Random,Voting,5000,30,75,105.80,90
Random,Multi-agent,5000,30,75,104.57,60
Random,Negotiation,5000,30,75,100.00,60
Random,feedback,5000,30,75,100.00,2
Random,Master/slave,5000,30,100,102.20,30
Random,Voting,5000,30,100,101.04,90
Random,Multi-agent,5000,30,100,103.04,60
Random,Negotiation,5000,30,100,100.00,60
Random,feedback,5000,30,100,100.00,2
Random,Master/slave,5000,30,150,99.21,30
Random,Voting,5000,30,150,104.01,90
Random,Multi-agent,5000,30,150,103.65,60
Random,Negotiation,5000,30,150,100.00,60
Random,feedback,5000,30,150,100.00,2
Random,Master/slave,7000,6,25,21.22,6
Random,Voting,7000,6,25,20.65,18
Random,Multi-agent,7000,6,25,20.65,12
Random,Negotiation,7000,6,25,21.73,54
Random,feedback,7000,6,25,21.73,44
Random,Master/slave,7000,6,50,21.25,6
Random,Voting,7000,6,50,20.91,18
Random,Multi-agent,7000,6,50,20.91,12
Random,Negotiation,7000,6,50,18.04,100
Random,feedback,7000,6,50,18.04,90
Random,Master/slave,7000,6,75,21.21,6
Random,Voting,7000,6,75,20.68,18
Random,Multi-agent,7000,6,75,20.68,12
Random,Negotiation,7000,6,75,17.69,138
Random,feedback,7000,6,75,17.69,128
Random,Master/slave,7000,6,100,21.09,6
Random,Voting,7000,6,100,20.29,18
Random,Multi-agent,7000,6,100,20.29,12
Random,Negotiation,7000,6,100,19.87,176
Random,feedback,7000,6,100,19.87,166
Random,Master/slave,7000,6,150,21.05,6
Random,Voting,7000,6,150,21.56,18
Random,Multi-agent,7000,6,150,20.91,12
Random,Negotiation,7000,6,150,19.47,235
Random,feedback,7000,6,150,19.47,225
Random,Master/slave,7000,12,25,41.24,12
Random,Voting,7000,12,25,39.04,36
Random,Multi-agent,7000,12,25,39.04,24
Random,Negotiation,7000,12,25,52.90,70
Random,feedback,7000,12,25,52.90,48
Random,Master/slave,7000,12,50,40.96,12
Random,Voting,7000,12,50,41.22,36
Random,Multi-agent,7000,12,50,41.22,24
Random,Negotiation,7000,12,50,44.02,114
Random,feedback,7000,12,50,44.02,92
Random,Master/slave,7000,12,75,41.06,12
Random,Voting,7000,12,75,39.57,36
Random,Multi-agent,7000,12,75,38.26,24
Random,Negotiation,7000,12,75,40.12,160
Random,feedback,7000,12,75,40.12,138
Random,Master/slave,7000,12,100,40.76,12
Random,Voting,7000,12,100,41.51,36
Random,Multi-agent,7000,12,100,49.19,24
Random,Negotiation,7000,12,100,55.86,127
Random,feedback,7000,12,100,55.86,105
Random,Master/slave,7000,12,150,40.31,12
Random,Voting,7000,12,150,41.82,36
Random,Multi-agent,7000,12,150,42.52,24
Random,Negotiation,7000,12,150,72.14,104
Random,feedback,7000,12,150,72.14,82
Random,Master/slave,7000,15,25,49.07,15
Random,Voting,7000,15,25,52.66,45
Random,Multi-agent,7000,15,25,52.66,30
Random,Negotiation,7000,15,25,62.03,72
Random,feedback,7000,15,25,62.03,44
Random,Master/slave,7000,15,50,51.17,15
Random,Voting,7000,15,50,47.11,45
Random,Multi-agent,7000,15,50,47.11,30
Random,Negotiation,7000,15,50,47.63,126
Random,feedback,7000,15,50,47.63,98
Random,Master/slave,7000,15,75,50.14,15
Random,Voting,7000,15,75,51.34,45
Random,Multi-agent,7000,15,75,59.46,30
Random,Negotiation,7000,15,75,64.72,132
Random,feedback,7000,15,75,64.72,104
Random,Master/slave,7000,15,100,50.37,15
Random,Voting,7000,15,100,50.79,45
Random,Multi-agent,7000,15,100,59.28,30
Random,Negotiation,7000,15,100,69.84,99
Random,feedback,7000,15,100,69.84,71
Random,Master/slave,7000,15,150,50.69,15
Random,Voting,7000,15,150,50.22,45
Random,Multi-agent,7000,15,150,51.04,30
Random,Negotiation,7000,15,150,79.55,133
Random,feedback,7000,15,150,79.55,105
Random,Master/slave,7000,20,25,69.28,20
Random,Voting,7000,20,25,74.38,60
Random,Multi-agent,7000,20,25,74.38,40
Random,Negotiation,7000,20,25,93.89,78
Random,feedback,7000,20,25,93.89,40
Random,Master/slave,7000,20,50,67.19,20
Random,Voting,7000,20,50,67.67,60
Random,Multi-agent,7000,20,50,66.96,40
Random,Negotiation,7000,20,50,60.88,136
Random,feedback,7000,20,50,60.88,98
Random,Master/slave,7000,20,75,65.99,20
Random,Voting,7000,20,75,63.80,60
Random,Multi-agent,7000,20,75,82.17,40
Random,Negotiation,7000,20,75,95.46,100
Random,feedback,7000,20,75,95.46,62
Random,Master/slave,7000,20,100,67.27,20
Random,Voting,7000,20,100,63.67,60
Random,Multi-agent,7000,20,100,68.38,40
Random,Negotiation,7000,20,100,96.46,121
Random,feedback,7000,20,100,96.46,83
Random,Master/slave,7000,20,150,66.91,20
Random,Voting,7000,20,150,68.04,60
Random,Multi-agent,7000,20,150,67.31,40
Random,Negotiation,7000,20,150,100.00,40
Random,feedback,7000,20,150,100.00,2
Random,Master/slave,7000,25,25,83.17,25
Random,Voting,7000,25,25,79.60,75
Random,Multi-agent,7000,25,25,79.60,50
Random,Negotiation,7000,25,25,67.59,94
Random,feedback,7000,25,25,67.59,46
Random,Master/slave,7000,25,50,83.53,25
Random,Voting,7000,25,50,85.51,75
Random,Multi-agent,7000,25,50,104.13,50
Random,Negotiation,7000,25,50,117.52,130
Random,feedback,7000,25,50,117.52,82
Random,Master/slave,7000,25,75,83.27,25
Random,Voting,7000,25,75,81.47,75
Random,Multi-agent,7000,25,75,86.48,50
Random,Negotiation,7000,25,75,120.18,115
Random,feedback,7000,25,75,120.18,67
Random,Master/slave,7000,25,100,83.60,25
Random,Voting,7000,25,100,83.97,75
Random,Multi-agent,7000,25,100,84.39,50
Random,Negotiation,7000,25,100,111.28,104
Random,feedback,7000,25,100,111.28,56
Random,Master/slave,7000,25,150,84.04,25
Random,Voting,7000,25,150,85.46,75
Random,Multi-agent,7000,25,150,85.00,50
Random,Negotiation,7000,25,150,100.00,50
Random,feedback,7000,25,150,100.00,2
Random,Master/slave,7000,30,25,94.56,30
Random,Voting,7000,30,25,96.76,90
Random,Multi-agent,7000,30,25,95.25,60
Random,Negotiation,7000,30,25,105.32,108
Random,feedback,7000,30,25,105.32,50
Random,Master/slave,7000,30,50,98.28,30
Random,Voting,7000,30,50,91.08,90
Random,Multi-agent,7000,30,50,130.41,60
Random,Negotiation,7000,30,50,145.02,94
Random,feedback,7000,30,50,145.02,36
Random,Master/slave,7000,30,75,100.16,30
Random,Voting,7000,30,75,100.19,90
Random,Multi-agent,7000,30,75,101.13,60
Random,Negotiation,7000,30,75,143.39,129
Random,feedback,7000,30,75,143.39,71
Random,Master/slave,7000,30,100,101.88,30
Random,Voting,7000,30,100,99.66,90
Random,Multi-agent,7000,30,100,101.17,60
Random,Negotiation,7000,30,100,100.00,60
Random,feedback,7000,30,100,100.00,2
Random,Master/slave,7000,30,150,99.87,30
Random,Voting,7000,30,150,101.68,90
Random,Multi-agent,7000,30,150,101.77,60
Random,Negotiation,7000,30,150,100.00,60
Random,feedback,7000,30,150,100.00,2
Random,Master/slave,10000,6,25,21.34,6
Random,Voting,10000,6,25,21.39,18
Random,Multi-agent,10000,6,25,21.39,12
Random,Negotiation,10000,6,25,23.50,54
Random,feedback,10000,6,25,23.50,44
Random,Master/slave,10000,6,50,21.22,6
Random,Voting,10000,6,50,20.46,18
Random,Multi-agent,10000,6,50,20.46,12
Random,Negotiation,10000,6,50,18.81,94
Random,feedback,10000,6,50,18.81,84
Random,Master/slave,10000,6,75,21.06,6
Random,Voting,10000,6,75,20.91,18
Random,Multi-agent,10000,6,75,20.91,12
Random,Negotiation,10000,6,75,19.91,140
Random,feedback,10000,6,75,19.91,130
Random,Master/slave,10000,6,100,21.03,6
Random,Voting,10000,6,100,20.62,18
Random,Multi-agent,10000,6,100,20.62,12
Random,Negotiation,10000,6,100,20.28,186
Random,feedback,10000,6,100,20.28,176
Random,Master/slave,10000,6,150,21.23,6
Random,Voting,10000,6,150,21.58,18
Random,Multi-agent,10000,6,150,21.58,12
Random,Negotiation,10000,6,150,24.88,258
Random,feedback,10000,6,150,24.88,248
Random,Master/slave,10000,12,25,40.92,12
Random,Voting,10000,12,25,43.00,36
Random,Multi-agent,10000,12,25,43.00,24
Random,Negotiation,10000,12,25,45.78,70
Random,feedback,10000,12,25,45.78,48
Random,Master/slave,10000,12,50,40.89,12
Random,Voting,10000,12,50,40.69,36
Random,Multi-agent,10000,12,50,40.69,24
Random,Negotiation,10000,12,50,41.11,120
Random,feedback,10000,12,50,41.11,98
Random,Master/slave,10000,12,75,40.80,12
Random,Voting,10000,12,75,40.96,36
Random,Multi-agent,10000,12,75,40.96,24
Random,Negotiation,10000,12,75,43.27,164
Random,feedback,10000,12,75,43.27,142
Random,Master/slave,10000,12,100,40.59,12
Random,Voting,10000,12,100,40.72,36
Random,Multi-agent,10000,12,100,38.42,24
Random,Negotiation,10000,12,100,39.87,206
Random,feedback,10000,12,100,39.87,184
Random,Master/slave,10000,12,150,40.45,12
Random,Voting,10000,12,150,38.56,36
Random,Multi-agent,10000,12,150,49.53,24
Random,Negotiation,10000,12,150,55.76,172
Random,feedback,10000,12,150,55.76,150
Random,Master/slave,10000,15,25,49.31,15
Random,Voting,10000,15,25,48.62,45
Random,Multi-agent,10000,15,25,48.62,30
Random,Negotiation,10000,15,25,48.60,70
Random,feedback,10000,15,25,48.60,42
Random,Master/slave,10000,15,50,51.01,15
Random,Voting,10000,15,50,49.45,45
Random,Multi-agent,10000,15,50,49.45,30
Random,Negotiation,10000,15,50,46.97,114
Random,feedback,10000,15,50,46.97,86
Random,Master/slave,10000,15,75,50.21,15
Random,Voting,10000,15,75,49.17,45
Random,Multi-agent,10000,15,75,48.61,30
Random,Negotiation,10000,15,75,44.60,174
Random,feedback,10000,15,75,44.60,146
Random,Master/slave,10000,15,100,50.17,15
Random,Voting,10000,15,100,49.26,45
Random,Multi-agent,10000,15,100,55.28,30
Random,Negotiation,10000,15,100,70.61,182
Random,feedback,10000,15,100,70.61,154
Random,Master/slave,10000,15,150,50.36,15
Random,Voting,10000,15,150,50.41,45
Random,Multi-agent,10000,15,150,56.05,30
Random,Negotiation,10000,15,150,70.69,144
Random,feedback,10000,15,150,70.69,116
Random,Master/slave,10000,20,25,69.02,20
Random,Voting,10000,20,25,69.80,60
Random,Multi-agent,10000,20,25,69.80,40
Random,Negotiation,10000,20,25,72.22,88
Random,feedback,10000,20,25,72.22,50
Random,Master/slave,10000,20,50,66.81,20
Random,Voting,10000,20,50,69.86,60
Random,Multi-agent,10000,20,50,69.86,40
Random,Negotiation,10000,20,50,79.51,136
Random,feedback,10000,20,50,79.51,98
Random,Master/slave,10000,20,75,66.10,20
Random,Voting,10000,20,75,66.94,60
Random,Multi-agent,10000,20,75,72.11,40
Random,Negotiation,10000,20,75,88.39,170
Random,feedback,10000,20,75,88.39,132
Random,Master/slave,10000,20,100,67.06,20
Random,Voting,10000,20,100,69.03,60
Random,Multi-agent,10000,20,100,86.87,40
Random,Negotiation,10000,20,100,94.08,110
Random,feedback,10000,20,100,94.08,72
Random,Master/slave,10000,20,150,67.09,20
Random,Voting,10000,20,150,67.75,60
Random,Multi-agent,10000,20,150,69.04,40
Random,Negotiation,10000,20,150,95.82,177
Random,feedback,10000,20,150,95.82,139
Random,Master/slave,10000,25,25,83.53,25
Random,Voting,10000,25,25,81.36,75
Random,Multi-agent,10000,25,25,81.36,50
Random,Negotiation,10000,25,25,85.22,98
Random,feedback,10000,25,25,85.22,50
Random,Master/slave,10000,25,50,83.91,25
Random,Voting,10000,25,50,86.87,75
Random,Multi-agent,10000,25,50,85.23,50
Random,Negotiation,10000,25,50,109.88,138
Random,feedback,10000,25,50,109.88,90
Random,Master/slave,10000,25,75,83.39,25
Random,Voting,10000,25,75,82.93,75
Random,Multi-agent,10000,25,75,110.16,50
Random,Negotiation,10000,25,75,120.35,141
Random,feedback,10000,25,75,120.35,93
Random,Master/slave,10000,25,100,83.21,25
Random,Voting,10000,25,100,81.54,75
Random,Multi-agent,10000,25,100,93.27,50
Random,Negotiation,10000,25,100,120.62,126
Random,feedback,10000,25,100,120.62,78
Random,Master/slave,10000,25,150,83.59,25
Random,Voting,10000,25,150,84.12,75
Random,Multi-agent,10000,25,150,85.27,50
Random,Negotiation,10000,25,150,110.33,125
Random,feedback,10000,25,150,110.33,77
Random,Master/slave,10000,30,25,95.19,30
Random,Voting,10000,30,25,99.73,90
Random,Multi-agent,10000,30,25,99.73,60
Random,Negotiation,10000,30,25,93.71,108
Random,feedback,10000,30,25,93.71,50
Random,Master/slave,10000,30,50,98.31,30
Random,Voting,10000,30,50,98.60,90
Random,Multi-agent,10000,30,50,110.55,60
Random,Negotiation,10000,30,50,136.10,148
Random,feedback,10000,30,50,136.10,90
Random,Master/slave,10000,30,75,100.10,30
Random,Voting,10000,30,75,99.57,90
Random,Multi-agent,10000,30,75,127.35,60
Random,Negotiation,10000,30,75,145.93,103
Random,feedback,10000,30,75,145.93,45
Random,Master/slave,10000,30,100,101.82,30
Random,Voting,10000,30,100,99.99,90
Random,Multi-agent,10000,30,100,103.40,60
Random,Negotiation,10000,30,100,138.64,139
Random,feedback,10000,30,100,138.64,81
Random,Master/slave,10000,30,150,100.18,30
Random,Voting,10000,30,150,98.79,90
Random,Multi-agent,10000,30,150,100.73,60
Random,Negotiation,10000,30,150,100.00,60
Random,feedback,10000,30,150,100.00,2
Random,Master/slave,15000,6,25,21.35,6
Random,Voting,15000,6,25,22.09,18
Random,Multi-agent,15000,6,25,22.09,12
Random,Negotiation,15000,6,25,25.47,50
Random,feedback,15000,6,25,25.47,40
Random,Master/slave,15000,6,50,21.21,6
Random,Voting,15000,6,50,21.14,18
Random,Multi-agent,15000,6,50,21.14,12
Random,Negotiation,15000,6,50,19.90,86
Random,feedback,15000,6,50,19.90,76
Random,Master/slave,15000,6,75,21.15,6
Random,Voting,15000,6,75,21.27,18
Random,Multi-agent,15000,6,75,21.27,12
Random,Negotiation,15000,6,75,19.68,148
Random,feedback,15000,6,75,19.68,138
Random,Master/slave,15000,6,100,21.00,6
Random,Voting,15000,6,100,21.85,18
Random,Multi-agent,15000,6,100,21.85,12
Random,Negotiation,15000,6,100,24.78,166
Random,feedback,15000,6,100,24.78,156
Random,Master/slave,15000,6,150,21.12,6
Random,Voting,15000,6,150,21.45,18
Random,Multi-agent,15000,6,150,21.45,12
Random,Negotiation,15000,6,150,21.38,264
Random,feedback,15000,6,150,21.38,254
Random,Master/slave,15000,12,25,41.17,12
Random,Voting,15000,12,25,43.29,36
Random,Multi-agent,15000,12,25,43.29,24
Random,Negotiation,15000,12,25,46.10,66
Random,feedback,15000,12,25,46.10,44
Random,Master/slave,15000,12,50,41.15,12
Random,Voting,15000,12,50,40.60,36
Random,Multi-agent,15000,12,50,40.60,24
Random,Negotiation,15000,12,50,45.55,110
Random,feedback,15000,12,50,45.55,88
Random,Master/slave,15000,12,75,40.76,12
Random,Voting,15000,12,75,40.49,36
Random,Multi-agent,15000,12,75,40.49,24
Random,Negotiation,15000,12,75,40.83,158
Random,feedback,15000,12,75,40.83,136
Random,Master/slave,15000,12,100,40.85,12
Random,Voting,15000,12,100,41.09,36
Random,Multi-agent,15000,12,100,41.09,24
Random,Negotiation,15000,12,100,33.36,218
Random,feedback,15000,12,100,33.36,196
Random,Master/slave,15000,12,150,40.44,12
Random,Voting,15000,12,150,39.86,36
Random,Multi-agent,15000,12,150,39.08,24
Random,Negotiation,15000,12,150,34.71,290
Random,feedback,15000,12,150,34.71,268
Random,Master/slave,15000,15,25,49.32,15
Random,Voting,15000,15,25,46.84,45
Random,Multi-agent,15000,15,25,46.84,30
Random,Negotiation,15000,15,25,39.04,78
Random,feedback,15000,15,25,39.04,50
Random,Master/slave,15000,15,50,51.00,15
Random,Voting,15000,15,50,51.92,45
Random,Multi-agent,15000,15,50,51.92,30
Random,Negotiation,15000,15,50,52.99,126
Random,feedback,15000,15,50,52.99,98
Random,Master/slave,15000,15,75,50.59,15
Random,Voting,15000,15,75,49.67,45
Random,Multi-agent,15000,15,75,49.67,30
Random,Negotiation,15000,15,75,52.09,168
Random,feedback,15000,15,75,52.09,140
Random,Master/slave,15000,15,100,50.12,15
Random,Voting,15000,15,100,48.42,45
Random,Multi-agent,15000,15,100,47.45,30
Random,Negotiation,15000,15,100,44.98,216
Random,feedback,15000,15,100,44.98,188
Random,Master/slave,15000,15,150,50.33,15
Random,Voting,15000,15,150,49.60,45
Random,Multi-agent,15000,15,150,52.81,30
Random,Negotiation,15000,15,150,59.74,268
Random,feedback,15000,15,150,59.74,240
Random,Master/slave,15000,20,25,69.32,20
Random,Voting,15000,20,25,71.72,60
Random,Multi-agent,15000,20,25,71.72,40
Random,Negotiation,15000,20,25,81.86,84
Random,feedback,15000,20,25,81.86,46
Random,Master/slave,15000,20,50,67.32,20
Random,Voting,15000,20,50,64.79,60
Random,Multi-agent,15000,20,50,64.79,40
Random,Negotiation,15000,20,50,56.28,132
Random,feedback,15000,20,50,56.28,94
Random,Master/slave,15000,20,75,66.07,20
Random,Voting,15000,20,75,68.57,60
Random,Multi-agent,15000,20,75,68.17,40
Random,Negotiation,15000,20,75,69.45,184
Random,feedback,15000,20,75,69.45,146
Random,Master/slave,15000,20,100,66.98,20
Random,Voting,15000,20,100,64.53,60
Random,Multi-agent,15000,20,100,61.51,40
Random,Negotiation,15000,20,100,59.32,220
Random,feedback,15000,20,100,59.32,182
Random,Master/slave,15000,20,150,67.35,20
Random,Voting,15000,20,150,65.99,60
Random,Multi-agent,15000,20,150,87.74,40
Random,Negotiation,15000,20,150,95.60,156
Random,feedback,15000,20,150,95.60,118
Random,Master/slave,15000,25,25,83.11,25
Random,Voting,15000,25,25,81.10,75
Random,Multi-agent,15000,25,25,81.10,50
Random,Negotiation,15000,25,25,72.17,96
Random,feedback,15000,25,25,72.17,48
Random,Master/slave,15000,25,50,83.51,25
Random,Voting,15000,25,50,83.95,75
Random,Multi-agent,15000,25,50,83.95,50
Random,Negotiation,15000,25,50,78.76,140
Random,feedback,15000,25,50,78.76,92
Random,Master/slave,15000,25,75,83.80,25
Random,Voting,15000,25,75,84.39,75
Random,Multi-agent,15000,25,75,81.38,50
Random,Negotiation,15000,25,75,80.41,196
Random,feedback,15000,25,75,80.41,148
Random,Master/slave,15000,25,100,83.31,25
Random,Voting,15000,25,100,79.89,75
Random,Multi-agent,15000,25,100,98.48,50
Random,Negotiation,15000,25,100,118.26,222
Random,feedback,15000,25,100,118.26,174
Random,Master/slave,15000,25,150,83.57,25
Random,Voting,15000,25,150,83.39,75
Random,Multi-agent,15000,25,150,90.57,50
Random,Negotiation,15000,25,150,118.29,159
Random,feedback,15000,25,150,118.29,111
Random,Master/slave,15000,30,25,95.08,30
Random,Voting,15000,30,25,107.20,90
Random,Multi-agent,15000,30,25,107.20,60
Random,Negotiation,15000,30,25,112.02,108
Random,feedback,15000,30,25,112.02,50
Random,Master/slave,15000,30,50,97.94,30
Random,Voting,15000,30,50,103.40,90
Random,Multi-agent,15000,30,50,102.12,60
Random,Negotiation,15000,30,50,116.66,156
Random,feedback,15000,30,50,116.66,98
Random,Master/slave,15000,30,75,100.66,30
Random,Voting,15000,30,75,101.78,90
Random,Multi-agent,15000,30,75,106.30,60
Random,Negotiation,15000,30,75,120.79,200
Random,feedback,15000,30,75,120.79,142
Random,Master/slave,15000,30,100,101.03,30
Random,Voting,15000,30,100,102.95,90
Random,Multi-agent,15000,30,100,136.83,60
Random,Negotiation,15000,30,100,145.15,150
Random,feedback,15000,30,100,145.15,92
Random,Master/slave,15000,30,150,100.54,30
Random,Voting,15000,30,150,99.64,90
Random,Multi-agent,15000,30,150,104.62,60
Random,Negotiation,15000,30,150,138.72,178
Random,feedback,15000,30,150,138.72,120
Uniform,Master/slave,1000,6,25,21.39,6
Uniform,Voting,1000,6,25,19.75,18
Uniform,Multi-agent,1000,6,25,22.97,12
Uniform,Negotiation,1000,6,25,22.77,36
Uniform,feedback,1000,6,25,22.77,26
Uniform,Master/slave,1000,6,50,21.30,6
Uniform,Voting,1000,6,50,20.82,18
Uniform,Multi-agent,1000,6,50,21.10,12
Uniform,Negotiation,1000,6,50,100.00,12
Uniform,feedback,1000,6,50,100.00,2
Uniform,Master/slave,1000,6,75,21.36,6
Uniform,Voting,1000,6,75,21.44,18
Uniform,Multi-agent,1000,6,75,21.81,12
Uniform,Negotiation,1000,6,75,100.00,12
Uniform,feedback,1000,6,75,100.00,2
Uniform,Master/slave,1000,6,100,20.73,6
Uniform,Voting,1000,6,100,21.14,18
Uniform,Multi-agent,1000,6,100,21.50,12
Uniform,Negotiation,1000,6,100,100.00,12
Uniform,feedback,1000,6,100,100.00,2
Uniform,Master/slave,1000,6,150,21.25,6
Uniform,Voting,1000,6,150,21.21,18
Uniform,Multi-agent,1000,6,150,21.46,12
Uniform,Negotiation,1000,6,150,100.00,12
Uniform,feedback,1000,6,150,100.00,2
Uniform,Master/slave,1000,12,25,41.31,12
Uniform,Voting,1000,12,25,42.06,36
Uniform,Multi-agent,1000,12,25,40.21,24
Uniform,Negotiation,1000,12,25,100.00,24
Uniform,feedback,1000,12,25,100.00,2
Uniform,Master/slave,1000,12,50,40.70,12
Uniform,Voting,1000,12,50,42.21,36
Uniform,Multi-agent,1000,12,50,41.56,24
Uniform,Negotiation,1000,12,50,100.00,24
Uniform,feedback,1000,12,50,100.00,2
Uniform,Master/slave,1000,12,75,40.69,12
Uniform,Voting,1000,12,75,41.16,36
Uniform,Multi-agent,1000,12,75,41.10,24
Uniform,Negotiation,1000,12,75,100.00,24
Uniform,feedback,1000,12,75,100.00,2
Uniform,Master/slave,1000,12,100,40.42,12
Uniform,Voting,1000,12,100,39.98,36
Uniform,Multi-agent,1000,12,100,41.14,24
Uniform,Negotiation,1000,12,100,100.00,24
Uniform,feedback,1000,12,100,100.00,2
Uniform,Master/slave,1000,12,150,40.70,12
Uniform,Voting,1000,12,150,41.19,36
Uniform,Multi-agent,1000,12,150,42.27,24
Uniform,Negotiation,1000,12,150,100.00,24
Uniform,feedback,1000,12,150,100.00,2
Uniform,Master/slave,1000,15,25,50.16,15
Uniform,Voting,1000,15,25,55.23,45
Uniform,Multi-agent,1000,15,25,52.65,30
Uniform,Negotiation,1000,15,25,100.00,30
Uniform,feedback,1000,15,25,100.00,2
Uniform,Master/slave,1000,15,50,51.62,15
Uniform,Voting,1000,15,50,48.92,45
Uniform,Multi-agent,1000,15,50,51.15,30
Uniform,Negotiation,1000,15,50,100.00,30
Uniform,feedback,1000,15,50,100.00,2
Uniform,Master/slave,1000,15,75,50.32,15
Uniform,Voting,1000,15,75,50.82,45
Uniform,Multi-agent,1000,15,75,51.56,30
